Designator,Helper,Footprint,Mid X,Mid Y,Rotation,Layer
C914,100n,CAP_0402,37.3380,28.8290,0.0000,top
C1001,100n,CAP_0402,-27.3050,4.9530,90.0000,top
C1002,100n,CAP_0402,-28.5750,4.9530,90.0000,top
C1003,100n,CAP_0402,-32.5120,2.7940,270.0000,top
C1004,100n,CAP_0402,26.0350,4.9530,90.0000,top
C1005,100n,CAP_0402,24.7650,4.9530,90.0000,top
C1006,100n,CAP_0402,20.8280,2.7940,270.0000,top
C1013,100n,CAP_0402,-31.3690,16.2560,180.0000,top
C1014,100n,CAP_0402,-31.3690,18.2880,180.0000,top
C1015,100n,CAP_0402,-31.3690,20.3200,180.0000,top
C1019,100n,CAP_0402,-21.9710,23.2410,180.0000,top
C1023,100n,CAP_0402,31.3690,23.2410,180.0000,top
C1027,100n,CAP_0402,31.3690,21.3360,0.0000,top
C1028,100n,CAP_0402,31.3690,19.3040,0.0000,top
C1029,100n,CAP_0402,31.3690,17.2720,0.0000,top
C1030,100n,CAP_0402,-21.9710,21.3360,0.0000,top
C1031,100n,CAP_0402,-21.9710,19.3040,0.0000,top
C1032,100n,CAP_0402,-21.9710,17.2720,0.0000,top
C1048,100n,CAP_0402,21.9710,16.2560,180.0000,top
C1049,100n,CAP_0402,21.9710,18.2880,180.0000,top
C1050,100n,CAP_0402,21.9710,20.3200,180.0000,top
D901,WS2812C-2020,UI_WS2812C-2020,-40.0050,47.6250,180.0000,top
D902,WS2812C-2020,UI_WS2812C-2020,-40.0050,29.4640,180.0000,top
D905,WS2812C-2020,UI_WS2812C-2020,-13.3350,47.6250,180.0000,top
D906,WS2812C-2020,UI_WS2812C-2020,-13.3350,29.4640,180.0000,top
D909,WS2812C-2020,UI_WS2812C-2020,13.3350,47.6250,180.0000,top
D910,WS2812C-2020,UI_WS2812C-2020,13.3350,29.4640,180.0000,top
D913,WS2812C-2020,UI_WS2812C-2020,40.0050,47.6250,180.0000,top
D914,WS2812C-2020,UI_WS2812C-2020,40.0050,29.4640,180.0000,top
J601,TYPE-C-32-M-12,USB_C_Korean_Hroparts_TYPE-C-31-M-12,0.0000,46.6000,180.0000,top
J701,C5137195,U.FL_Molex_MCRF_73412-0110_Vertical,5.0000,-7.2500,0.0000,top
L601,GZ2012D601TF,FERRIT_0805,0.0000,37.2500,270.0000,top
L701,1n8,IND_0402,4.7500,-4.2500,90.0000,top
L702,GZ2012D601TF,FERRIT_0805,3.2500,-7.2000,0.0,bottom
R601,5k1,RES_0402,1.5000,41.7500,270.0000,top
R602,5k1,RES_0402,-1.5000,41.7500,270.0000,top
R603,1M,RES_0402,-5.2500,42.5000,270.0000,top
R701,5k1,RES_0402,0.0000,-42.5000,90.0000,top
R729,5k1,RES_0402,2.2500,5.2500,90.0,bottom
R733,1k,RES_0402,-3.7500,-11.7500,0.0000,top
R734,5k1,RES_0402,1.0000,13.7500,90.0000,top
R735,5k1,RES_0402,1.2500,-13.2500,270.0000,top
R736,1k,RES_0402,1.0000,-42.5000,90.0000,top
R801,5k1,RES_0402,6.8340,23.5110,270.0000,top
R1001,1k,RES_0402,-28.4480,7.4930,90.0000,top
R1002,1k,RES_0402,-27.3050,7.4930,90.0000,top
R1003,1k,RES_0402,24.7650,7.4930,90.0000,top
R1004,1k,RES_0402,26.0350,7.4930,90.0000,top
R1005,470R,RES_0402,-37.3380,28.8290,180.0000,top
R1006,470R,RES_0402,-10.6680,28.8290,180.0000,top
R1007,470R,RES_0402,16.0020,28.8290,180.0000,top
R1008,470R,RES_0402,42.6720,28.8290,180.0000,top
R1025,10k,RES_0402,-31.3690,17.2720,0.0000,top
R1026,10k,RES_0402,-32.8930,16.7640,90.0000,top
R1027,5k1,RES_0402,-32.8930,18.7960,90.0000,top
R1028,5k1,RES_0402,-32.8930,20.8280,90.0000,top
R1029,5k1,RES_0402,-31.3690,19.3040,180.0000,top
R1030,5k1,RES_0402,-31.3690,21.3360,180.0000,top
R1037,10k,RES_0402,31.3690,20.3200,180.0000,top
R1038,10k,RES_0402,32.8930,20.8280,270.0000,top
R1039,5k1,RES_0402,32.8930,18.7960,270.0000,top
R1040,5k1,RES_0402,32.8930,16.7640,270.0000,top
R1041,5k1,RES_0402,31.3690,18.2880,0.0000,top
R1042,5k1,RES_0402,31.3690,16.2560,0.0000,top
R1043,10k,RES_0402,-21.9710,20.3200,180.0000,top
R1044,10k,RES_0402,-20.4470,20.8280,270.0000,top
R1045,5k1,RES_0402,-20.4470,18.7960,270.0000,top
R1046,5k1,RES_0402,-20.4470,16.7640,270.0000,top
R1047,5k1,RES_0402,-21.9710,18.2880,0.0000,top
R1048,5k1,RES_0402,-21.9710,16.2560,0.0000,top
R1079,10k,RES_0402,21.9710,17.2720,0.0000,top
R1080,10k,RES_0402,20.4470,16.7640,90.0000,top
R1081,5k1,RES_0402,20.4470,18.7960,90.0000,top
R1082,5k1,RES_0402,20.4470,20.8280,90.0000,top
R1083,5k1,RES_0402,21.9710,19.3040,180.0000,top
R1084,5k1,RES_0402,21.9710,21.3360,180.0000,top
SW701,C255807,SW_HYP_MAPMODE,0.0000,-46.2000,0.0000,top
SW702,C2905169,SW_SPST_CK_RS282G05A3,3.0000,-18.0000,90.0000,top
SW703,C2905169,SW_SPST_CK_RS282G05A3,-3.0000,-18.0000,90.0000,top
U601,C5451661,SOT-23-6,-3.0000,37.2500,180.0000,top
U602,LN1134A332MR-G,SOT-23-5,3.0000,37.2500,180.0000,top
U703,RP2040,RP2040_QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,0.0000,0.0000,180.0,bottom
U704,ESP32-S3,QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,0.0000,0.0000,180.0000,top
U705,W25Q64JVSSIQ,SOIC-8W_FLASH,-2.5000,11.7500,180.0000,top
U801,74HC165,SOIC-16_74HC165,1.5000,27.0000,90.0000,top
U1001,74HC165,SOIC-16_74HC165,-26.6700,18.7960,90.0000,top
U1002,74HC4051,SOIC-16_74HC4051,-26.6700,0.0000,0.0000,top
U1003,74HC4051,SOIC-16_74HC4051,26.6700,0.0000,0.0000,top
U1005,74HC165,SOIC-16_74HC165,26.6700,18.7960,90.0000,top
UI1005,ED1115S-20P-20C-13.5F/LAL/N=5/F=7,UI_ENCODER_SONGHUEI,-40.0050,40.0050,0.0000,top
UI1007,ED1115S-20P-20C-13.5F/LAL/N=5/F=7,UI_ENCODER_SONGHUEI,40.0050,40.0050,0.0000,top
UI1008,ED1115S-20P-20C-13.5F/LAL/N=5/F=7,UI_ENCODER_SONGHUEI,-13.3350,40.0050,0.0000,top
UI1014,ED1115S-20P-20C-13.5F/LAL/N=5/F=7,UI_ENCODER_SONGHUEI,13.3350,40.0050,0.0000,top
Y701,40MHz,Crystal_SMD_Abracon_ABM8G-4Pin_3.2x2.5mm,1.2500,-10.2500,180.0000,top
